host_id,x,y,target_host
4,174.3433,953.8804,1
4,332.8598,142.9294,5
4,344.6982,333.3029,9
5,755.0816,37.4539,6
5,116.4432,946.3005,1
5,437.261,334.5754,9
5,5.8457,355.5474,2
5,661.1366,495.627,8
5,649.4115,203.6959,9
5,55.5928,897.4651,1
5,423.8545,539.0604,8
5,967.9027,542.7112,7
5,415.881,454.5168,8
5,506.978,260.177,9
5,458.9475,523.7529,8
6,422.3966,870.6404,3
6,127.7152,140.5576,5
6,35.6284,968.2699,1
6,388.6363,449.9732,8
6,637.2425,535.0782,8
6,324.939,673.6891,1
6,155.9263,90.2131,5
1,71.8881,357.6921,2
1,544.0739,275.3788,9
1,735.1533,923.0242,4
1,745.1998,831.7203,4
1,352.4895,24.5409,9
1,84.9852,607.3869,2
1,864.1895,514.4215,7
1,704.0998,42.0396,6
1,775.9075,49.8828,6
1,346.1631,911.7179,3
1,290.6998,693.9084,1
1,22.2887,26.5672,5
1,306.2747,531.8312,2
1,139.4508,228.863,5
1,855.8354,598.8614,7
1,306.2306,179.6114,5
1,557.1804,307.5181,9
1,45.1254,48.8056,5
1,876.2582,960.3273,4
1,86.5609,433.2889,2
1,25.337,972.6882,1
1,361.3505,845.1154,3
1,341.823,995.4419,3
1,611.3872,252.4185,9
1,671.4515,639.5084,7
1,862.292,893.8478,4
2,98.3341,174.6589,5
2,447.7423,776.7096,3
2,685.5275,572.2533,7
2,306.9914,279.3754,5
2,88.1426,696.3656,1
2,253.2081,191.1772,5
2,130.8082,186.1194,5
2,956.4932,857.51,4
2,674.2297,797.2098,4
2,248.8404,842.3546,1
2,99.7013,139.9704,5
2,572.5734,465.6155,8
2,412.7252,848.1627,3
3,965.2927,888.3011,4
3,37.4445,956.8737,1
3,555.9101,314.035,9
3,555.9101,314.035,9
3,326.1718,211.7243,5
3,680.4088,107.2826,6
3,833.883,825.3233,4
3,16.124,929.1298,1
3,850.0107,579.2314,7
3,183.5521,167.8678,5
3,996.9725,880.8606,4
3,958.6163,975.9094,4
3,388.377,125.7895,9
3,806.4122,317.1755,6
3,323.2468,894.5502,1
3,840.3281,380.1921,7
3,977.6678,159.4324,6
3,71.6633,219.6367,5
3,339.4912,851.8631,3
3,723.1675,906.754,4
3,21.8947,373.4195,2
3,576.2878,356.3162,8
3,934.251,731.2356,4
3,489.0474,920.5604,3
3,769.1226,407.2762,7
3,881.054,562.5347,7
3,391.2885,493.2725,8
3,987.0382,30.9115,6
3,965.1469,372.16,7
3,177.6703,131.2184,5
3,623.7254,962.3832,3
3,284.1114,286.3016,5
3,658.0051,790.3962,3
3,623.2926,11.0458,9
3,539.4109,810.9423,3
3,284.7704,788.6346,1
3,681.4123,816.9813,4
3,636.1378,406.6945,8
4,303.8863,706.5871,1
4,684.0114,371.1052,7
4,25.969,130.4518,5
4,178.4663,685.9632,1
4,814.0467,250.4251,6
4,357.8492,874.7908,3
4,368.8236,637.2621,8
4,906.7554,514.8143,7
4,192.5079,877.2518,1
4,25.8812,667.5555,1
4,628.4361,936.1472,3
5,688.2206,566.1428,7
5,375.8303,429.7469,8
5,420.0309,345.0058,8
5,412.4169,870.7393,3
5,607.6174,989.4664,3
5,912.8006,387.2479,7
5,244.4721,128.8578,5
5,939.9893,162.1999,6
5,749.795,617.4357,7
5,960.955,298.0989,6
5,27.8102,875.2488,1
5,571.1419,947.5085,3
5,983.2648,346.8783,7
5,765.6585,105.5169,6
5,88.1996,474.0096,2
5,473.5336,906.6844,3
5,359.1208,130.0575,9
5,396.9469,294.7598,9
5,606.6489,528.4616,8
5,793.8686,895.9117,4
5,302.6364,111.0011,5
5,550.5723,777.2307,3
5,436.1681,543.4177,8
5,27.6712,306.4429,5
5,986.2401,225.9286,6
5,958.963,441.3639,7
5,938.6728,546.5973,7
5,578.701,267.5985,9
5,213.595,617.0067,2
5,62.0155,79.6377,5
5,145.8757,990.7385,1
5,406.237,391.1357,8
5,154.9443,209.7392,5
1,906.3304,563.6466,7
1,291.0002,351.7327,2
1,350.0659,77.8083,9
1,308.376,607.7942,2
1,598.8902,469.2602,8
7,274.3071,697.8254,1
7,173.8642,125.8872,5
7,500.1451,894.4058,3
7,641.6657,730.5783,3
7,211.6891,597.5921,2
8,929.3798,288.8676,6
8,558.4378,312.4189,9
8,4.6026,826.7225,1
6,303.0021,855.6302,1
6,472.5734,973.9867,3
6,852.1689,421.9855,7
1,603.2975,201.8325,9
1,393.1656,559.7265,8
1,878.1823,518.9476,7
1,142.5288,442.5649,2
1,237.8798,823.666,1
1,403.3879,211.9406,9
1,105.0904,712.279,1
1,816.4327,210.6787,6
1,702.1167,349.5339,7
1,746.598,471.5406,7
1,322.6949,353.2886,2
1,625.3922,745.3125,3
1,657.1774,174.6117,9
1,631.0477,90.9317,9
1,741.4364,637.7064,7
1,224.7195,352.4531,2
1,366.1871,479.7326,8
1,548.5526,650.0649,8
1,785.3063,702.7393,4
1,104.6101,470.9043,2
2,290.516,358.388,2
2,799.7635,35.4652,6
2,511.3299,894.7833,3
2,474.6261,309.5022,9
2,876.5963,575.2393,7
2,196.7014,757.8239,1
2,275.558,549.0906,2
2,953.4606,415.4601,7
2,808.9696,515.4586,7
3,464.0081,172.9828,9
3,5.0376,858.498,1
3,661.2999,355.2711,8
3,158.7122,757.5822,1
3,831.1928,927.2026,4
3,903.7394,885.8264,4
3,540.4958,797.8781,3
3,840.0206,997.7458,4
3,512.6899,683.5837,3
3,836.4166,686.8869,4
3,747.2868,450.838,7
3,342.1376,340.7121,8
3,589.545,975.645,3
3,164.8365,546.546,2
3,586.6343,533.2971,8
3,362.1795,48.7769,9
3,975.6338,579.6404,7
3,444.8196,663.3855,8
3,127.3022,674.901,1
3,750.0444,456.967,7
3,396.2675,669.1746,8
3,165.1756,185.7552,5
3,503.3844,336.0574,9
3,372.7167,687.6624,3
3,580.2353,719.9516,3
3,774.959,971.8902,4
3,532.9379,106.1581,9
3,709.3834,671.5168,4
3,732.4054,3.9855,6
3,596.5821,515.6303,8
3,174.0851,209.3498,5
3,658.9009,732.6925,3
3,591.7257,869.4931,3
3,77.9129,85.9133,5
3,397.5502,607.1848,8
4,344.2118,660.1142,8
4,63.0459,501.9757,2
4,641.2598,789.606,3
4,115.0727,572.9613,2
4,421.8127,281.236,9
4,661.5027,198.2273,9
4,965.3877,427.1891,7
4,534.3363,60.4871,9
4,23.791,465.6736,2
4,771.6581,119.9126,6
4,592.8187,0.6368,9
4,573.8675,123.0528,9
4,194.3605,602.0198,2
4,667.1854,540.1701,8
4,131.3934,78.754,5
4,387.9526,189.62,9
4,139.0395,255.0332,5
4,108.61,131.5238,5
4,384.5039,416.2759,8
4,212.363,112.1195,5
4,809.6548,648.0411,7
4,883.2276,531.3623,7
4,149.1517,777.7372,1
4,146.5711,371.5883,2
4,811.2503,397.3785,7
4,230.2136,789.6918,1
4,832.3507,473.3552,7
4,832.3507,473.3552,7
4,429.9714,228.8632,9
4,171.3348,56.1754,5
4,289.2842,636.2393,2
4,888.0952,604.5034,7
4,180.382,594.037,2
4,36.4059,925.0447,1
4,83.2482,626.1407,2
5,685.5632,491.3669,7
5,902.3774,111.5832,6
5,710.4711,460.4688,7
5,637.4974,867.3562,3
5,295.1667,670.8975,1
5,940.2394,956.0751,4
5,555.9728,504.1474,8
5,964.2626,295.3324,6
5,148.0418,952.1138,1
5,366.9031,534.4709,8
5,880.0454,755.2312,4
5,365.2594,714.2913,3
5,734.6677,529.7571,7
5,583.1502,521.3312,8
5,200.7998,813.688,1
5,886.0026,74.8774,6
5,549.0365,939.016,3
5,236.352,934.6672,1
5,981.433,554.9423,7
5,114.7889,78.2924,5
5,204.3823,705.6601,1
5,775.8601,673.8166,4
5,151.661,899.388,1
5,462.302,920.632,3
5,877.2514,488.5317,7
5,125.0345,303.8648,5
5,386.9802,947.4908,3
5,261.5343,437.6656,2
5,941.5645,724.4557,4
5,50.257,787.0346,1
5,50.257,787.0346,1
5,467.23,916.2745,3
5,442.7967,169.2856,9
1,923.3876,157.0058,6
1,635.6604,123.6243,9
1,407.1212,950.8761,3
1,600.4994,148.8064,9
1,761.1094,160.4631,6
1,831.4184,392.5065,7
1,282.0755,231.8083,5
1,212.7008,317.7721,5
1,880.6261,493.3228,7
1,885.5547,916.795,4
1,357.0575,626.2324,8
8,808.4865,390.3583,7
7,498.3403,190.2718,9
6,235.7338,959.6825,1
6,0.3782,907.9433,1
6,326.8512,367.0178,2
6,509.6119,393.2337,8
6,699.0389,190.3143,6
6,699.0389,190.3143,6
6,160.1456,227.5156,5
6,174.224,877.2679,1
1,59.1425,740.8,1
1,382.9996,426.4727,8
1,433.1122,486.1077,8
1,597.5454,356.7054,8
1,837.4903,472.3206,7
1,102.2373,967.9059,1
1,284.2288,687.3856,1
1,538.6059,542.5625,8
1,254.9838,631.246,2
1,755.5434,171.1028,6
1,286.8452,509.1003,2
1,50.3886,468.89,2
1,434.5764,610.6939,8
1,431.1354,222.869,9
1,956.0504,153.0032,6
1,619.4326,136.2419,9
1,224.1885,821.4688,1
1,933.5556,42.7807,6
1,401.3606,754.1739,3
1,963.2943,718.4001,4
1,850.1917,800.3324,4
1,519.7242,942.7259,3
1,391.7266,610.8808,8
1,35.0233,360.0183,2
1,693.2989,842.5098,4
1,997.7879,313.8503,6
1,639.1323,33.8296,9
1,744.0344,162.2937,6
2,232.3354,623.637,2
2,401.4366,560.2451,8
2,401.4366,560.2451,8
2,220.7191,752.4611,1
3,871.067,986.6494,4
3,590.8141,392.1814,8
3,132.5322,206.0966,5
3,439.4509,839.9792,3
3,139.579,95.1949,5
3,42.6907,141.9295,5
3,673.6356,282.7188,6
3,91.3957,63.6762,5
3,116.5552,635.8442,2
3,191.7988,449.0936,2
3,761.576,888.6467,4
3,224.7338,710.383,1
3,41.943,180.0589,5
3,821.331,361.0803,7
3,404.9969,745.941,3
3,867.629,371.9965,7
3,645.2047,943.6486,3
3,80.4181,586.562,2
3,70.8829,179.1623,5
3,86.6087,294.5506,5
3,513.6569,54.0021,9
3,754.6136,62.2295,6
3,624.3697,352.0469,8
3,318.6494,606.935,2
3,336.8807,63.6993,9
3,663.8683,991.4506,3
3,289.3242,871.1047,1
3,420.8675,433.096,8
3,637.3292,275.7641,9
3,910.4465,245.0025,6
3,93.5636,709.5039,1
3,980.6706,332.2614,7
3,442.2754,435.4999,8
3,508.4239,60.1252,9
3,95.5418,895.9129,1
3,558.9193,651.7474,8
3,946.8173,362.4357,7
3,181.1415,683.1892,1
3,309.4741,328.2509,5
3,836.4814,126.2388,6
3,893.8085,217.5216,6
3,502.5909,771.7657,3
3,532.0794,239.966,9
3,337.9245,707.2428,3
3,691.5703,764.8402,4
3,965.6478,193.2948,6
3,207.2442,883.0874,1
4,365.9725,601.8549,8
4,928.3674,631.4561,7
4,413.3508,773.1555,3
4,398.1335,846.9282,3
4,655.4936,133.9456,9
4,736.4835,957.6258,4
4,761.4,460.9529,7
4,761.4,460.9529,7
4,137.0537,220.0965,5
4,590.7128,313.0337,9
4,42.461,409.0608,2
4,962.1901,525.7808,7
4,998.0741,497.0561,7
4,690.1708,136.1158,6
4,720.1123,204.0888,6
4,880.2622,367.5267,7
4,302.1976,522.7578,2
4,765.2185,677.477,4
5,94.7855,116.0152,5
5,930.6746,635.6043,7
5,747.4623,216.2514,6
5,518.1807,837.552,3
5,161.9603,802.6677,1
5,23.6974,463.0432,2
5,751.8003,815.9234,4
5,128.1299,351.8753,2
5,150.5026,639.5778,2
5,630.1172,153.1548,9
5,529.0126,783.3412,3
5,228.658,488.8749,2
5,966.4217,943.8999,4
5,813.2913,946.6564,4
5,298.295,51.6817,5
5,264.2108,335.518,2
5,855.6895,643.6385,7
5,341.4732,624.1166,8
5,533.5053,445.5208,8
5,596.2286,504.6672,8
5,894.9914,633.9304,7
5,75.7224,530.5046,2
5,652.6092,702.6173,3
5,440.6187,381.0335,8
5,478.766,656.1427,8
5,663.7543,205.4745,9
5,473.4188,432.6649,8
5,941.8911,582.4764,7
5,528.3364,148.8094,9
5,21.6136,355.8978,2
5,99.5779,884.0021,1
5,529.6633,688.4332,3
5,401.4136,53.3794,9
5,16.8545,317.1235,5
5,230.143,848.9728,1
5,460.864,322.4421,9
5,994.391,368.8567,7
5,948.1121,39.4723,6
5,47.0378,606.559,2
5,97.2836,622.6666,2
5,635.2944,160.0378,9
5,86.8092,80.9737,5
5,310.9449,83.6737,5
5,743.9399,569.3473,7
5,700.0714,193.6119,6
5,517.7614,674.0052,3
5,489.7183,688.7955,3
5,311.2278,37.6272,5
1,578.1862,325.5245,9
1,309.3684,957.1028,1
1,424.6091,849.6579,3
1,776.8344,21.1224,6
8,359.6072,581.6103,8
8,396.4116,660.4983,8
6,294.7627,800.8787,1
6,895.4292,241.6478,6
6,670.2976,324.3734,6
9,478.6762,671.2126,3
9,930.0747,945.8234,4
