host_id,x,y,target_host
3,284.1114,286.3016,1
3,5.8457,355.5474,1
3,391.2885,493.2725,3
3,128.1299,351.8753,1
3,306.9914,279.3754,1
3,517.7614,674.0052,3
3,819.9106,363.0005,4
3,746.4189,324.8913,4
3,458.9475,523.7529,3
3,84.9852,607.3869,5
3,776.8344,21.1224,6
3,359.1208,130.0575,1
3,590.8141,392.1814,4
3,196.7014,757.8239,5
3,906.3304,563.6466,4
3,991.2606,234.0063,6
3,965.2927,888.3011,7
3,893.8085,217.5216,6
3,723.1675,906.754,2
3,658.9009,732.6925,2
3,704.0998,42.0396,6
3,693.2989,842.5098,2
3,302.6364,111.0011,1
3,991.2606,234.0063,6
4,180.382,594.037,3
4,178.4663,685.9632,5
4,22.2887,26.5672,1
4,23.791,465.6736,1
4,761.4,460.9529,4
4,880.2622,367.5267,4
4,324.9407,606.3146,3
4,181.1415,683.1892,5
4,224.7195,352.4531,1
4,368.8236,637.2621,3
4,291.0002,351.7327,9
4,50.257,787.0346,5
4,832.3507,473.3552,4
4,976.2449,323.5814,6
4,667.1854,540.1701,4
4,473.5336,906.6844,2
4,630.1172,153.1548,6
4,137.0537,220.0965,1
4,578.701,267.5985,4
4,761.4,460.9529,4
4,474.6261,309.5022,9
4,813.2913,946.6564,7
4,59.1425,740.8,5
4,965.3877,427.1891,4
5,99.5779,884.0021,5
5,649.4115,203.6959,4
5,88.1996,474.0096,8
5,941.8911,582.4764,4
5,42.6907,141.9295,1
5,420.8675,433.096,3
5,86.8092,80.9737,1
5,359.6072,581.6103,3
5,529.0126,783.3412,3
5,447.7423,776.7096,3
5,145.8757,990.7385,5
5,983.2648,346.8783,6
5,336.8807,63.6993,1
5,941.5645,724.4557,7
5,902.3774,111.5832,6
5,836.4166,686.8869,7
5,657.1774,174.6117,6
5,641.2598,789.606,2
5,558.4378,312.4189,4
5,883.2276,531.3623,4
5,906.3304,563.6466,4
5,511.3299,894.7833,2
5,375.8303,429.7469,3
5,528.3364,148.8094,9
5,291.0002,351.7327,9
5,88.1996,474.0096,8
5,467.23,916.2745,2
5,528.3364,148.8094,9
5,291.0002,351.7327,9
5,661.1366,495.627,4
5,981.433,554.9423,4
5,137.0537,220.0965,1
5,88.1996,474.0096,8
5,401.4136,53.3794,1
5,298.295,51.6817,1
5,688.2206,566.1428,4
5,709.3834,671.5168,3
5,148.0418,952.1138,5
5,396.9469,294.7598,9
1,962.1901,525.7808,4
1,946.8173,362.4357,6
1,775.9075,49.8828,6
8,929.3798,288.8676,6
8,558.4378,312.4189,4
8,558.4378,312.4189,4
8,309.4741,328.2509,9
6,174.224,877.2679,5
6,160.1456,227.5156,1
6,388.6363,449.9732,3
6,895.4292,241.6478,6
6,84.9852,607.3869,5
6,355.182,359.307,9
6,290.516,358.388,9
6,303.0021,855.6302,5
9,326.1718,211.7243,1
9,930.0747,945.8234,7
9,478.6762,671.2126,3
9,930.0747,945.8234,7
1,502.5909,771.7657,3
1,600.4994,148.8064,6
1,598.8902,469.2602,4
1,518.1807,837.552,2
1,165.1756,185.7552,1
1,262.4978,181.484,1
1,544.0739,275.3788,4
1,885.5547,916.795,7
1,991.2606,234.0063,6
1,692.5258,826.6328,2
1,598.8902,469.2602,4
1,538.6059,542.5625,3
1,284.1114,286.3016,1
1,407.1212,950.8761,2
1,607.5997,869.9923,2
1,224.7195,352.4531,1
1,508.4239,60.1252,1
1,939.9893,162.1999,6
1,923.3876,157.0058,6
1,91.3957,63.6762,1
1,923.3876,157.0058,6
1,472.5734,973.9867,2
1,624.3697,352.0469,4
1,941.5645,724.4557,7
1,600.4994,148.8064,6
1,357.0575,626.2324,3
1,164.8365,546.546,3
1,876.2582,960.3273,7
1,505.0951,281.461,4
1,322.6949,353.2886,9
1,734.6677,529.7571,4
1,359.6072,581.6103,3
1,885.5547,916.795,7
1,199.8617,221.3494,1
1,619.4326,136.2419,6
1,306.2306,179.6114,1
1,598.8902,469.2602,4
1,303.0021,855.6302,5
1,397.4336,460.8477,3
1,840.0206,997.7458,7
1,309.3684,957.1028,5
2,174.0851,209.3498,1
2,412.4169,870.7393,2
2,840.3281,380.1921,4
2,207.2442,883.0874,5
2,511.3299,894.7833,2
2,975.6338,579.6404,4
2,382.9996,426.4727,3
2,413.3508,773.1555,3
2,474.6261,309.5022,9
2,674.2297,797.2098,2
2,39.585,494.3668,1
2,619.4326,136.2419,6
2,98.3341,174.6589,1
2,370.7358,415.4988,3
2,685.5275,572.2533,4
2,248.5579,884.4178,5
2,956.4932,857.51,7
2,196.7014,757.8239,5
2,370.7358,415.4988,3
2,306.9914,279.3754,1
2,474.6261,309.5022,9
2,572.5734,465.6155,3
2,63.0459,501.9757,8
2,596.5821,515.6303,3
3,576.2878,356.3162,4
3,37.4445,956.8737,5
3,22.2887,26.5672,1
3,996.9725,880.8606,7
3,977.17,494.8208,4
3,934.251,731.2356,7
3,736.8488,132.2262,6
3,965.6478,193.2948,6
3,980.6706,332.2614,6
3,754.6136,62.2295,6
3,420.8675,433.096,3
3,489.0474,920.5604,2
3,16.8545,317.1235,1
3,814.0467,250.4251,6
3,590.8141,392.1814,4
3,80.4181,586.562,5
3,690.1708,136.1158,6
3,77.9129,85.9133,1
3,112.625,415.1835,1
3,750.0444,456.967,4
3,177.6703,131.2184,1
3,965.6478,193.2948,6
3,224.7338,710.383,5
3,977.6678,159.4324,6
3,591.7257,869.4931,2
3,658.0051,790.3962,2
3,93.5636,709.5039,5
3,623.2926,11.0458,6
3,746.4189,324.8913,4
3,23.6974,463.0432,1
3,396.9469,294.7598,9
3,673.6356,282.7188,4
3,572.5734,465.6155,3
3,753.339,380.1341,4
3,45.1254,48.8056,1
3,420.8675,433.096,3
3,80.4181,586.562,5
3,93.5636,709.5039,5
3,397.4336,460.8477,3
3,467.23,916.2745,2
3,158.7122,757.5822,5
3,165.1756,185.7552,1
3,995.1139,935.2926,7
3,294.5781,589.0204,3
4,431.1354,222.869,9
4,862.292,893.8478,7
4,667.1854,540.1701,4
4,661.5027,198.2273,6
4,819.9106,363.0005,4
4,571.5501,686.1979,3
4,262.4978,181.484,1
4,819.9106,363.0005,4
4,429.9714,228.8632,9
4,47.0378,606.559,5
4,771.6581,119.9126,6
4,710.4711,460.4688,4
4,998.0741,497.0561,4
4,404.9969,745.941,3
4,365.9725,601.8549,3
4,736.4835,957.6258,7
4,5.0376,858.498,5
4,429.9714,228.8632,9
4,883.2276,531.3623,4
4,544.0739,275.3788,4
4,180.382,594.037,3
4,146.5711,371.5883,1
4,528.3364,148.8094,9
4,234.4594,284.5212,1
4,774.959,971.8902,7
4,429.9714,228.8632,9
4,819.9106,363.0005,4
4,384.5039,416.2759,3
5,670.2976,324.3734,4
5,880.0454,755.2312,7
5,386.9802,947.4908,5
5,533.5053,445.5208,3
5,652.6092,702.6173,3
5,855.6895,643.6385,4
5,840.0206,997.7458,7
5,746.4189,324.8913,4
5,108.61,131.5238,1
5,478.766,656.1427,3
5,204.3823,705.6601,5
5,27.8102,875.2488,5
5,749.795,617.4357,4
5,337.9245,707.2428,3
5,517.7614,674.0052,3
5,86.8092,80.9737,1
5,396.2675,669.1746,3
5,437.261,334.5754,9
5,36.4059,925.0447,5
5,148.0418,952.1138,5
5,960.955,298.0989,6
5,517.7614,674.0052,3
5,986.2401,225.9286,6
5,831.1928,927.2026,7
5,86.8092,80.9737,1
5,532.7557,931.2629,2
5,490.6942,422.9939,3
5,930.6746,635.6043,7
5,747.4623,216.2514,6
5,294.7627,800.8787,5
5,154.9443,209.7392,1
5,232.3354,623.637,3
5,295.1667,670.8975,3
5,161.9603,802.6677,5
5,635.6604,123.6243,6
5,145.8757,990.7385,5
5,793.8686,895.9117,7
5,371.308,955.488,5
5,207.2442,883.0874,5
1,671.4515,639.5084,3
8,359.6072,581.6103,3
8,956.0504,153.0032,6
6,326.1718,211.7243,1
6,0.3782,907.9433,5
6,326.8512,367.0178,9
6,0.3782,907.9433,5
6,709.3834,671.5168,3
6,160.1456,227.5156,1
6,699.0389,190.3143,6
6,688.2206,566.1428,4
6,35.6284,968.2699,5
6,699.0389,190.3143,6
6,881.054,562.5347,4
6,388.6363,449.9732,3
6,895.4292,241.6478,6
6,928.3674,631.4561,7
6,155.9263,90.2131,1
6,368.8236,637.2621,3
9,439.4509,839.9792,2
9,930.0747,945.8234,7
9,930.0747,945.8234,7
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,925.2291,478.8147,4
9,750.0444,456.967,4
9,994.391,368.8567,6
9,930.0747,945.8234,7
9,674.0655,562.6119,4
9,447.7423,776.7096,3
9,930.0747,945.8234,7
9,635.6604,123.6243,6
9,930.0747,945.8234,7
9,478.6762,671.2126,3
9,880.2622,367.5267,4
9,478.6762,671.2126,3
9,114.7889,78.2924,1
9,930.0747,945.8234,7
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,777.7195,891.7321,7
9,652.6092,702.6173,3
9,930.0747,945.8234,7
9,836.4166,686.8869,7
9,366.9031,534.4709,3
9,736.8488,132.2262,6
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,930.0747,945.8234,7
9,930.0747,945.8234,7
9,883.2276,531.3623,4
9,478.6762,671.2126,3
9,154.9443,209.7392,1
9,478.6762,671.2126,3
9,930.0747,945.8234,7
9,958.6163,975.9094,7
9,939.9893,162.1999,6
9,5.8457,355.5474,1
9,652.4386,485.8382,4
1,906.3304,563.6466,4
1,224.1885,821.4688,5
1,115.0727,572.9613,5
1,619.4326,136.2419,6
1,361.3505,845.1154,5
1,291.0002,351.7327,9
1,833.883,825.3233,7
1,290.6998,693.9084,3
1,956.0504,153.0032,6
1,641.6657,730.5783,2
1,284.2288,687.3856,3
1,964.2626,295.3324,6
1,301.3095,53.8398,1
1,81.3185,281.2386,1
1,785.3063,702.7393,7
1,744.0344,162.2937,6
1,925.2291,478.8147,4
1,940.2394,956.0751,7
1,371.308,955.488,5
1,139.4508,228.863,1
1,878.1823,518.9476,4
1,702.1167,349.5339,4
1,699.0389,190.3143,6
1,306.2306,179.6114,1
1,21.6136,355.8978,1
1,361.3505,845.1154,5
1,104.6101,470.9043,8
1,619.4326,136.2419,6
1,956.0504,153.0032,6
1,557.1804,307.5181,4
1,745.1998,831.7203,7
1,286.8452,509.1003,3
2,971.8381,140.3496,6
2,572.5734,465.6155,3
2,964.2626,295.3324,6
2,671.4515,639.5084,3
2,306.9914,279.3754,1
2,876.5963,575.2393,4
2,880.6261,493.3228,4
2,528.5371,420.1411,3
2,946.8173,362.4357,6
2,22.4455,970.1571,5
2,324.589,81.7792,1
2,115.0727,572.9613,5
3,254.9838,631.246,3
3,86.6087,294.5506,1
3,386.9802,947.4908,5
3,655.9262,630.1973,3
3,274.3071,697.8254,3
3,975.6338,579.6404,4
3,586.6343,533.2971,3
3,127.3022,674.901,5
3,207.2442,883.0874,5
3,540.4958,797.8781,2
3,13.7155,705.9903,5
3,191.7988,449.0936,8
3,984.3352,264.4669,6
3,965.2927,888.3011,7
3,623.7254,962.3832,2
3,736.8488,132.2262,6
3,444.8196,663.3855,3
3,420.8675,433.096,3
3,736.4835,957.6258,7
3,745.1998,831.7203,7
3,311.2278,37.6272,1
3,42.6907,141.9295,1
3,532.0794,239.966,4
3,116.5552,635.8442,5
3,444.7571,677.3686,3
3,336.8807,63.6993,1
3,404.9969,745.941,3
3,204.3823,705.6601,5
3,903.7394,885.8264,7
3,253.2081,191.1772,1
3,557.1804,307.5181,4
3,994.391,368.8567,6
3,35.0233,360.0183,1
3,211.6891,597.5921,3
3,721.8011,495.2605,4
3,774.959,971.8902,7
3,91.3957,63.6762,1
3,127.3022,674.901,5
3,580.2353,719.9516,3
3,114.7889,78.2924,1
3,558.9193,651.7474,3
3,661.2999,355.2711,4
3,63.0459,501.9757,8
4,174.3433,953.8804,5
4,667.1854,540.1701,4
4,373.3634,653.0116,3
4,490.6942,422.9939,3
4,412.7252,848.1627,2
4,146.5711,371.5883,1
4,149.1517,777.7372,5
4,734.6677,529.7571,4
4,23.791,465.6736,1
4,115.0727,572.9613,5
4,127.3022,674.901,5
4,324.9407,606.3146,3
4,902.3774,111.5832,6
4,761.4,460.9529,4
4,628.4361,936.1472,2
4,149.1517,777.7372,5
4,769.1226,407.2762,4
4,592.8187,0.6368,6
4,765.2185,677.477,4
4,191.7988,449.0936,8
4,365.2594,714.2913,3
4,811.2503,397.3785,4
4,25.969,130.4518,1
4,54.916,204.2892,1
4,131.3934,78.754,1
4,761.4,460.9529,4
4,473.4188,432.6649,3
4,976.2449,323.5814,6
4,984.3352,264.4669,6
4,234.4594,284.5212,1
4,741.4364,637.7064,4
4,303.8863,706.5871,3
5,720.1123,204.0888,6
5,50.257,787.0346,5
5,639.2041,729.2403,3
5,326.8512,367.0178,9
5,983.0622,832.0158,7
5,50.257,787.0346,5
5,341.4732,624.1166,3
5,652.6092,702.6173,3
5,930.6746,635.6043,7
5,948.1121,39.4723,6
5,375.8303,429.7469,3
5,437.261,334.5754,9
5,309.4741,328.2509,9
5,295.1667,670.8975,3
5,375.8303,429.7469,3
5,236.352,934.6672,5
5,264.2108,335.518,9
5,478.766,656.1427,3
5,777.7195,891.7321,7
5,751.8003,815.9234,7
5,181.1415,683.1892,5
5,956.4932,857.51,7
5,587.1224,635.9472,3
5,965.2927,888.3011,7
5,855.6895,643.6385,4
5,769.1226,407.2762,4
5,161.9603,802.6677,5
5,747.2868,450.838,4
5,150.5026,639.5778,5
5,114.7889,78.2924,1
5,630.1172,153.1548,6
5,661.2999,355.2711,4
5,489.0474,920.5604,2
5,404.9969,745.941,3
5,464.0081,172.9828,9
5,966.4217,943.8999,7
5,412.4169,870.7393,2
8,981.433,554.9423,4
8,929.3798,288.8676,6
8,4.6026,826.7225,5
8,808.4865,390.3583,4
8,396.4116,660.4983,3
6,412.4169,870.7393,2
6,294.7627,800.8787,5
6,324.939,673.6891,3
6,88.1996,474.0096,8
6,303.0021,855.6302,5
6,422.3966,870.6404,2
6,371.308,955.488,5
6,359.1208,130.0575,1
6,458.9475,523.7529,3
6,324.939,673.6891,3
6,895.4292,241.6478,6
6,27.6712,306.4429,1
6,881.054,562.5347,4
6,948.1121,39.4723,6
6,421.8127,281.236,9
6,86.6087,294.5506,1
6,388.6363,449.9732,3
6,127.7152,140.5576,1
6,194.3605,602.0198,3
6,174.224,877.2679,5
6,996.9725,880.8606,7
6,326.8512,367.0178,9
6,160.1456,227.5156,1
6,735.1533,923.0242,7
6,160.1456,227.5156,1
6,344.6982,333.3029,9
6,508.4239,60.1252,1
6,37.4445,956.8737,5
6,509.6119,393.2337,3
6,670.2976,324.3734,4
9,930.0747,945.8234,7
9,573.8675,123.0528,6
9,930.0747,945.8234,7
9,930.0747,945.8234,7
9,930.6746,635.6043,7
9,478.6762,671.2126,3
9,478.6762,671.2126,3
9,930.0747,945.8234,7
9,37.4445,956.8737,5
1,596.2286,504.6672,3
1,765.2185,677.477,4
1,350.0659,77.8083,1
1,127.7152,140.5576,1
1,467.23,916.2745,2
1,376.2598,862.3597,5
1,674.2297,797.2098,2
1,755.5434,171.1028,6
1,607.5997,869.9923,2
1,401.4366,560.2451,3
1,630.1172,153.1548,6
1,361.3505,845.1154,5
1,548.5526,650.0649,3
1,396.2675,669.1746,3
1,832.3507,473.3552,4
1,84.9852,607.3869,5
1,925.2291,478.8147,4
1,224.1885,821.4688,5
1,837.4903,472.3206,4
1,956.0504,153.0032,6
1,291.0002,351.7327,9
1,412.7252,848.1627,2
1,155.9263,90.2131,1
1,631.0477,90.9317,6
1,357.0575,626.2324,3
1,906.3304,563.6466,4
1,611.3872,252.4185,4
1,631.0477,90.9317,6
1,761.1094,160.4631,6
1,741.4364,637.7064,4
1,761.1094,160.4631,6
1,386.8173,764.069,3
1,102.2373,967.9059,5
1,746.598,471.5406,4
1,747.4623,216.2514,6
1,755.0816,37.4539,6
2,295.1667,670.8975,3
2,248.5579,884.4178,5
2,196.7014,757.8239,5
2,244.4721,128.8578,1
2,401.4366,560.2451,3
2,780.1224,800.3022,7
2,658.9009,732.6925,2
2,39.585,494.3668,1
2,192.5079,877.2518,5
2,820.3396,694.5194,7
2,649.4115,203.6959,4
3,540.4958,797.8781,2
3,174.0851,209.3498,1
3,994.391,368.8567,6
3,464.0081,172.9828,9
3,751.8003,815.9234,7
3,800.5564,500.5148,4
3,836.4814,126.2388,6
3,429.9714,228.8632,9
3,426.6351,216.1251,9
3,902.3774,111.5832,6
3,995.1139,935.2926,7
3,645.2047,943.6486,2
3,747.2868,450.838,4
3,623.7896,164.8583,6
3,158.7122,757.5822,5
3,70.8829,179.1623,1
3,755.5434,171.1028,6
3,359.1208,130.0575,1
3,960.955,298.0989,6
3,639.1323,33.8296,6
3,893.8085,217.5216,6
3,80.4181,586.562,5
3,750.0444,456.967,4
3,939.9893,162.1999,6
3,397.4336,460.8477,3
3,867.629,371.9965,4
3,540.4958,797.8781,2
3,930.6746,635.6043,7
3,806.4122,317.1755,4
3,359.6072,581.6103,3
3,652.4386,485.8382,4
3,749.795,617.4357,4
3,637.4974,867.3562,2
3,125.0345,303.8648,1
4,421.8127,281.236,9
4,720.1123,204.0888,6
4,836.4814,126.2388,6
4,199.8617,221.3494,1
4,54.916,204.2892,1
4,661.5027,198.2273,6
4,588.4317,364.2068,4
4,753.339,380.1341,4
4,387.9526,189.62,1
4,655.4936,133.9456,6
4,930.6746,635.6043,7
4,25.8812,667.5555,5
4,578.701,267.5985,4
4,573.8675,123.0528,6
4,357.8492,874.7908,5
4,284.1114,286.3016,1
4,220.7191,752.4611,5
4,146.5711,371.5883,1
4,490.6942,422.9939,3
4,444.8196,663.3855,3
4,880.2622,367.5267,4
4,387.9526,189.62,1
4,420.0309,345.0058,9
4,137.0537,220.0965,1
4,368.8236,637.2621,3
4,301.3095,53.8398,1
5,578.701,267.5985,4
5,150.5026,639.5778,5
5,131.8732,540.159,3
5,578.701,267.5985,4
5,986.2401,225.9286,6
5,939.9893,162.1999,6
5,261.5343,437.6656,3
5,960.955,298.0989,6
5,966.4217,943.8999,7
5,533.5053,445.5208,3
5,150.5026,639.5778,5
5,253.2081,191.1772,1
5,749.795,617.4357,4
5,940.2394,956.0751,7
5,714.2614,734.0635,2
5,88.1996,474.0096,8
5,939.9893,162.1999,6
5,661.1366,495.627,4
5,204.3823,705.6601,5
5,415.881,454.5168,3
5,473.4188,432.6649,3
5,724.4686,423.3988,4
5,895.4292,241.6478,6
5,878.1823,518.9476,4
5,75.7224,530.5046,8
5,150.5026,639.5778,5
5,571.5501,686.1979,3
5,981.433,554.9423,4
5,86.8092,80.9737,1
5,699.0389,190.3143,6
5,437.261,334.5754,9
5,700.0714,193.6119,6
5,624.3697,352.0469,4
5,813.2913,946.6564,7
5,196.7014,757.8239,5
5,204.3823,705.6601,5
5,749.795,617.4357,4
5,885.5547,916.795,7
5,765.6585,105.5169,6
5,151.661,899.388,5
5,710.4711,460.4688,4
5,800.5564,500.5148,4
5,528.3364,148.8094,9
5,723.1675,906.754,2
5,401.4136,53.3794,1
5,75.7224,530.5046,8
5,128.1299,351.8753,1
5,86.8092,80.9737,1
5,855.6895,643.6385,4
5,94.7855,116.0152,1
5,709.3834,671.5168,3
5,326.8512,367.0178,9
5,98.3341,174.6589,1
5,50.257,787.0346,5
5,684.0114,371.1052,4
1,864.1895,514.4215,4
1,105.0904,712.279,5
1,539.4109,810.9423,2
1,513.6569,54.0021,1
1,619.4326,136.2419,6
1,426.6351,216.1251,9
7,832.3507,473.3552,4
7,57.6486,683.9568,5
7,498.3403,190.2718,9
8,966.4217,943.8999,7
8,572.5734,465.6155,3
8,4.6026,826.7225,5
6,637.2425,535.0782,3
6,472.5734,973.9867,2
6,600.4994,148.8064,6
6,192.5079,877.2518,5
6,174.224,877.2679,5
6,235.7338,959.6825,5
6,235.7338,959.6825,5
6,852.1689,421.9855,4
6,324.939,673.6891,3
6,0.3782,907.9433,5
6,196.7014,757.8239,5
6,746.4189,324.8913,4
6,50.3886,468.89,1
6,878.1823,518.9476,4
6,127.7152,140.5576,1
6,472.5734,973.9867,2
1,139.4508,228.863,1
1,832.3507,473.3552,4
1,518.1807,837.552,2
1,125.0345,303.8648,1
1,741.4364,637.7064,4
1,864.1895,514.4215,4
1,336.8807,63.6993,1
1,573.8675,123.0528,6
1,625.3922,745.3125,2
1,105.0904,712.279,5
1,744.0344,162.2937,6
1,661.1366,495.627,4
1,611.3872,252.4185,4
1,86.5609,433.2889,1
1,746.4189,324.8913,4
1,450.4423,319.7389,9
1,224.7195,352.4531,1
1,248.8404,842.3546,5
1,357.0575,626.2324,3
1,761.1094,160.4631,6
1,747.2868,450.838,4
1,598.8902,469.2602,4
2,572.5734,465.6155,3
2,290.516,358.388,9
2,511.3299,894.7833,2
2,275.558,549.0906,3
2,99.5779,884.0021,5
2,173.8642,125.8872,1
2,262.4978,181.484,1
2,876.5963,575.2393,4
2,306.2747,531.8312,3
2,489.0474,920.5604,2
2,232.3354,623.637,3
2,341.4732,624.1166,3
2,808.9696,515.4586,4
2,248.8404,842.3546,5
2,275.558,549.0906,3
2,641.6657,730.5783,2
2,623.7896,164.8583,6
2,473.5336,906.6844,2
2,25.8812,667.5555,5
2,91.7432,699.6836,5
3,165.1756,185.7552,1
3,336.8807,63.6993,1
3,155.9263,90.2131,1
3,505.0951,281.461,4
3,5.0376,858.498,5
3,164.8365,546.546,3
3,806.4122,317.1755,4
3,747.2868,450.838,4
3,736.4835,957.6258,7
3,681.4123,816.9813,2
3,339.4912,851.8631,5
3,745.1998,831.7203,7
3,171.3348,56.1754,1
3,199.8617,221.3494,1
3,91.3957,63.6762,1
3,589.545,975.645,2
3,958.6163,975.9094,7
3,934.251,731.2356,7
3,820.3396,694.5194,7
3,645.2047,943.6486,2
3,322.6949,353.2886,9
3,442.2754,435.4999,3
3,723.1675,906.754,2
3,917.705,301.9719,6
3,709.4293,879.4223,2
3,747.4623,216.2514,6
4,928.3674,631.4561,7
4,365.2594,714.2913,3
4,628.4361,936.1472,2
4,396.2675,669.1746,3
4,146.5711,371.5883,1
4,623.2926,11.0458,6
4,191.7988,449.0936,8
4,532.7557,931.2629,2
4,735.1533,923.0242,7
4,344.6982,333.3029,9
4,702.1167,349.5339,4
4,334.3438,383.4789,9
4,213.595,617.0067,3
4,880.6261,493.3228,4
4,799.7635,35.4652,6
4,71.6633,219.6367,1
4,736.4835,957.6258,7
4,880.2622,367.5267,4
4,876.5963,575.2393,4
4,489.0474,920.5604,2
4,194.3605,602.0198,3
4,590.7128,313.0337,4
4,344.6982,333.3029,9
4,635.6604,123.6243,6
4,534.3363,60.4871,1
4,284.7704,788.6346,5
4,365.9725,601.8549,3
4,57.6486,683.9568,5
4,808.9696,515.4586,4
4,234.4594,284.5212,1
